Entry format

Num AJB_ID Author [and author [and …]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments

AJB_ID   volume.section[(subsection)].entry, for example 68.144(1).25 would be volume 68, section 144, subsection 1, and entry number 25.

Commas are field separators for automatic parsing.  Use the word ‘comma’ if you want the character in field string. We will use global search and replace after parsing into fields.

Save as Unicode UTF-8 text encoding. Skip section 4 in Part 1

For volume AJB 55 Index to the Literature of 1955, started 4 Nov 2013, finished, proofread


1 55.01(0).05  A. D. Booth, Numerical Methods, New York, Academic Press Inc., 1955, 7+195 pp, $6.00, Math. Rev. 16 861, also published London: Butterworths Scientific Publications;

2 55.01(0).17  Z. Kopal, Numerical Analysis, London, Chapman & Hall Ltd., 1955, 14+556 pp, 63s, Ann d'Astrophys 19 44 and Obs 76 76 and Proc. Phys. Soc. (A) 69 721 and ZfA 39 269, 

3 55.01(0).21  M. W. Pentkowski, Nomographie, Berlin, Akademie-Verlag, 1953, 15+268 pp, DM 15.00, AN 283 189, 

4 55.01(0).27  J. Topping, Errors of Observation and their Treatment, London, Institute of Physics, 1955, 119 pp, 5s, Proc. Phys. Soc. (A) 69 720, other Monographs for Students; 

5 55.02(0).19  A. von Engel, Ionized Gases, New York, Oxford University Press, 1955, 281 pp, $6.75, Sky Tel. 15 408, 

6 55.02(0).75  S. Tolansky, An Introduction to Interferometry, London, Longmans Green & Co., 1955, 8+223 pp, 21s, Obs 76 32, 

7 55.03(0).01  J. Eberwein, Sienbenstellige Werte der trigonometrischen Funktionen von Zehntel zu Zehentel des Neugrades, Wien, , 1955, , , Österreichische Z. Vermessungswesen 44 93, 

8 55.03(0).02  W. Flügge, Four-place tables of transcendental functions, , , , , , J. Atmosph. Terr. Phys. 6 290 and Nature 175 789, reference AJB 54.03.01;

9 55.03(0).04  H. Küstner, Fünfstellige Logarithmen der natürlichen Zahlen und der Winkelfunktionen für dezimalgeteilten Altgrad, Berlin, Verlag Volk und Wissen, 1954, 158 pp, DM 4.00, Sterne 32 213, 5th edition;

10 55.03(0).05  F. Lösch, Siebenstellige Tafeln der elementaren transzendenten Funktionen, , , , , , J. Atmosph. Terr. Phys. 6 290, reference AJB 54.03.02;

11 55.03(0).06  M. Schuler and H. Gebelein, Acht- und neunstellige Tabellen zu den elliptischen Functionen: Dargestellt mittels des Jacobischen Parameters q, Berlin-Göttingen-Heidelberg, Springer-Verlag, 1955, 24+296 pp, DM 58.00, Mitt. AG 1955 139, 

12 55.03(0).07  K. Shütte, Index mathematischer Tafelwerke und Tabellen aus allen Gebieten der Naturwissenschaften, München, Verlag R. Oldenbourg, 1955, 143 pp, DM 14.50, Deutsche Hydrogr. Z. 8 207 and Phys. Ber. 35 893, 

13 55.03(0).08  B. Sticker, Fünfstellige Tafel der Trigonometrischen Funktionen Ausgabe A für Altgradteilung, , , , , , Optik 12 200, reference AJB 54.03.04;

14 55.03(0).09  , A Million Random Digits with 100000 normal deviates, Glencoe IL, The Free Press, 1955, 25+200 pp, $10.00, Math. Rev. 16 749, 

15 55.03(0).10  , Table of Sine and Cosine Integral for Arguments from 10 to 100, Washington DC, U.S. Government Printing Office, 1954, 15+186 pp, $3.00, J RAS Canada 50 128, other National Bureau of Standards Applied Mathematics Series Nr. 32; other Reissue of Mathematical Tables13; 

16 55.03(0).11  , Tables of the Error Function and its Derivatives, , , , , , J RAS Canada 50 128, reference AJB 54.03.10;

17 55.03(0).12  , Tables of Sines and Cosines for Radian Arguments, Washington DC, U.S. Government Printing Office, 1955, 13+278 pp, $3.00, Math. Rev. 16 628, 

18 55.03(0).13  , Tables of Hyperbolic Sines and Cosines comma x=2 to x=10, Washington DC, U.S. Government Printing Office, 1955, 5+81 pp, $0.55, Math. Rev.  17 541, other National Bureau of Standards Applied Mathematics Series Nr. 45; 

19 55.03(0).14  , Table of the Descending Exponential x=2.5 to x=10, Washington DC, U.S. Government Printing Office, 1955, 5+76 pp, $0.50, Math. Rev. 17 541, other National Bureau of Standards Applied Mathematics Series Nr. 46; 

20 55.03(1).16  A. D. Booth and K. H. V. Booth, Automatic Digital Calculators, , , , , , Nature 175 485, reference AJB 53.03.07;

21 55.03(1).18  L. Couffignal, Denkmaschinen, Stuttgart, Gustav Klipper Verlag, 1955, 186 pp, DM 10.80, , reprint of AJB 52.03.07;other translation; 

